ProductId,n_reviews,avg_score,perc_negative,perc_neutral,perc_positive,product_sentiment,tfidf_keywords
B00061MVTG,32,4.375,0.125,0.125,0.75,positivo,"pocket, treat, pill pocket, try, eat, day, like, flavor"
B000633NXM,40,3.825,0.25,0.175,0.575,positivo,"love, chew, big, buy, thing, dog love, time, box"
B00064VQO4,39,4.205128205128205,0.15384615384615385,0.1794871794871795,0.6666666666666666,positivo,"olive oil, taste, good, bariani, bottle, quality, use, like"
B0006Z7NOK,124,4.556451612903226,0.08064516129032258,0.12903225806451613,0.7903225806451613,positivo,"vinegar, product, good, cider, acv, apple, apple cider, day"
B0006ZN538,62,4.516129032258065,0.0967741935483871,0.0967741935483871,0.8064516129032258,positivo,"almond, almond flour, product, good, great, recipe, use, bag"
B0007A0AQW,89,3.741573033707865,0.30337078651685395,0.07865168539325842,0.6179775280898876,positivo,"treat, dog, love, like, smell, eat, small, great"
B0007R9L4M,33,4.212121212121212,0.12121212121212122,0.21212121212121213,0.6666666666666666,positivo,"product, lentil, like, taste, add, tasty, bite, great"
B0008IT4OM,100,3.78,0.27,0.13,0.6,positivo,"chocolate, truffle, good, gift, great, order, eat, taste"
B0009ETA76,117,3.871794871794872,0.20512820512820512,0.26495726495726496,0.5299145299145299,positivo,"milk, day, fenugreek, work, increase, supply, baby, pump"
B0009F3POY,113,3.982300884955752,0.21238938053097345,0.18584070796460178,0.6017699115044248,positivo,"tea, milk, drink, day, work, supply, taste, help"
B0009F3PP8,36,4.777777777777778,0.027777777777777776,0.1111111111111111,0.8611111111111112,positivo,"drink, good, period, help, labor, try, week, day"
B0009F3QKW,44,4.113636363636363,0.20454545454545456,0.13636363636363635,0.6590909090909091,positivo,"kava, taste, drink, stress, love, cup, like, feel"
B0009F3QL6,37,4.648648648648648,0.02702702702702703,0.13513513513513514,0.8378378378378378,positivo,"licorice, like, flavor, sweet, drink, yogi, good, love"
B0009F3QLQ,35,4.6571428571428575,0.02857142857142857,0.17142857142857143,0.8,positivo,"day, cramp, period, work, drink, pain, help, cup"
B0009F3S78,32,4.59375,0.0625,0.125,0.8125,positivo,"coffee, taste, drink, good, love, help, dandelion, flavor"
B0009F3SA0,49,4.244897959183674,0.10204081632653061,0.30612244897959184,0.5918367346938775,positivo,"sleep, taste, drink, help, bedtime, try, work, good"
B0009F3SAK,44,4.0227272727272725,0.20454545454545456,0.22727272727272727,0.5681818181818182,positivo,"drink, taste, like, good, detox, flavor, love, feel"
B0009F3SBY,46,4.565217391304348,0.08695652173913043,0.10869565217391304,0.8043478260869565,positivo,"kombucha, green, green tea, good, drink, taste, flavor, like"
B0009X0RA6,58,4.293103448275862,0.13793103448275862,0.10344827586206896,0.7586206896551724,positivo,"dog food, love, good, buy, quality, price, feed, great"
B0009XSXZM,64,3.46875,0.296875,0.28125,0.421875,normal,"stick, dog, bully, bully stick, chew, order, love, price"
B0009Y8AGI,60,3.8333333333333335,0.16666666666666666,0.43333333333333335,0.4,normal,"tea, milk, taste, day, supply, drink, increase, help"
B0009YUEG2,68,3.5294117647058822,0.27941176470588236,0.29411764705882354,0.4264705882352941,normal,"box, pine, pellet, smell, like, feline, feline pine, use"
B000A3I3BA,55,3.7454545454545456,0.2545454545454545,0.2727272727272727,0.4727272727272727,normal,"jar, stir, lid, product, work, mix, easy, natural"
B000AAIAH0,33,3.606060606060606,0.18181818181818182,0.48484848484848486,0.3333333333333333,normal,"dog, ball, long, treat ball, flavor, like, thing, chew"
B000AQFQC6,87,2.8620689655172415,0.4367816091954023,0.367816091954023,0.19540229885057472,negativo,"noodle, pasta, product, like, taste, smell, sauce, eat"
B000AQJRWG,69,3.2318840579710146,0.391304347826087,0.2028985507246377,0.4057971014492754,normal,"noodle, product, like, order, pasta, eat, package, try"
B000AY9SR2,33,4.393939393939394,0.18181818181818182,0.0,0.8181818181818182,positivo,"eat, chicken, great, like, fry, tender, love, vegetarian"
B000AYFATW,35,4.371428571428571,0.11428571428571428,0.17142857142857143,0.7142857142857143,positivo,"sugar, cooky, free, taste, sugar free, good, like, murray"
B000B7SX0G,38,4.105263157894737,0.13157894736842105,0.3157894736842105,0.5526315789473685,positivo,"matcha, good, powder, green, green tea, price, try, taste"
B000BBY7ZC,32,4.53125,0.0625,0.21875,0.71875,positivo,"flower, order, bouquet, time, day, beautiful, arrive, long"
B000BD0SDU,34,4.147058823529412,0.23529411764705882,0.029411764705882353,0.7352941176470589,positivo,"taste, use, product, sand, flavor, mineral, real, real salt"
B000BEZVW2,53,4.3584905660377355,0.11320754716981132,0.16981132075471697,0.7169811320754716,positivo,"dog, eat, taste, like, great, good, big, frank"
B000BF10IA,35,4.3428571428571425,0.08571428571428572,0.2571428571428571,0.6571428571428571,positivo,"product, vegetarian, gravy, meat, swiss, good, linda, great"
B000BY50BY,44,3.3863636363636362,0.29545454545454547,0.36363636363636365,0.3409090909090909,normal,"dog, chew, like, product, treat, love, smell, tendon"
B000CMF196,68,4.352941176470588,0.08823529411764706,0.29411764705882354,0.6176470588235294,positivo,"taste, green, flavor, green tea, drink, blueberry, great, like"
B000CONMBS,36,4.166666666666667,0.16666666666666666,0.1388888888888889,0.6944444444444444,positivo,"bag, snack, good, love, product, booty, like, eat"
B000CPZSC8,51,4.509803921568627,0.0784313725490196,0.17647058823529413,0.7450980392156863,positivo,"extract, vanilla bean, buy, vanilla extract, smell, price, great, quality"
B000CQ01GU,41,4.073170731707317,0.17073170731707318,0.21951219512195122,0.6097560975609756,positivo,"cheese, annie, mac, mac cheese, taste, like, box, buy"
B000CQ01NS,35,3.7142857142857144,0.2857142857142857,0.22857142857142856,0.4857142857142857,normal,"cheese, gluten, pasta, free, gluten free, mac, mac cheese, good"
B000CQ6KTM,47,3.6595744680851063,0.3191489361702128,0.14893617021276595,0.5319148936170213,positivo,"cheese, mac, mac cheese, like, taste, product, annie, good"
B000CQBZOW,83,4.289156626506024,0.10843373493975904,0.25301204819277107,0.6385542168674698,positivo,"flavor, good, taste, stash, licorice, like, try, chamomile"
B000CQBZQK,52,3.730769230769231,0.2692307692307692,0.21153846153846154,0.5192307692307693,positivo,"taste, like, flavor, love, decaf, chocolate, great, chai"
B000CQE3HS,118,3.5762711864406778,0.2796610169491525,0.2627118644067797,0.4576271186440678,normal,"slim, jim, slim jim, great, good, box, like, slim jims"
B000CQG8K8,130,4.1692307692307695,0.14615384615384616,0.2,0.6538461538461539,positivo,"chai, good, earl, like, try, flavor, grey, earl grey"
B000CRFORU,43,3.302325581395349,0.4186046511627907,0.18604651162790697,0.3953488372093023,negativo,"taste, good, protein, think, peanut, protein bar, butter, peanut butter"
B000CRHQN0,79,3.2278481012658227,0.43037974683544306,0.11392405063291139,0.45569620253164556,normal,"bar, taste, protein, like, peanut, good, sugar, protein bar"
B000CRIUNU,37,4.054054054054054,0.16216216216216217,0.21621621621621623,0.6216216216216216,positivo,"granola, nut, bear, naked, bear naked, good, fruit, product"
B000CSKK5A,40,4.1,0.2,0.15,0.65,positivo,"popcorn, good, salt, natural, product, fat, light, butter"
B000CSKKG4,47,4.361702127659575,0.1276595744680851,0.1276595744680851,0.7446808510638298,positivo,"pumpkin, pumpkin seed, salt, good, great, amazon, eat, store"
B000DZDJ0K,51,4.686274509803922,0.0392156862745098,0.11764705882352941,0.8431372549019608,positivo,"mix, good, gluten, recipe, product, use, pancake mix, try"
B000DZFMEQ,120,4.341666666666667,0.09166666666666666,0.21666666666666667,0.6916666666666667,positivo,"mix, gluten, free, try, good, bread mix, gluten free, like"
B000E1DSSQ,37,4.837837837837838,0.02702702702702703,0.08108108108108109,0.8918918918918919,positivo,"good, dressing, salad, store, caesar, amazon, mix, product"
B000E1FXNY,38,4.868421052631579,0.02631578947368421,0.02631578947368421,0.9473684210526315,positivo,"custard, store, amazon, product, buy, jello, time, available"
B000E1FY7Y,32,4.46875,0.09375,0.15625,0.75,positivo,"start, good, baby, good start, daughter, cheap, similac, try"
B000E1HVR0,53,4.377358490566038,0.11320754716981132,0.16981132075471697,0.7169811320754716,positivo,"spaghetti, sauce, dinner, good, kraft, product, box, year"
B000E23VXW,44,4.181818181818182,0.13636363636363635,0.2727272727272727,0.5909090909090909,positivo,"protein, powder, taste, mix, hemp, flavor, product, protein powder"
B000E243RA,53,3.0754716981132075,0.41509433962264153,0.32075471698113206,0.2641509433962264,negativo,"chip, eat, like, taste, bag, protein, order, good"
B000E48IMO,34,4.294117647058823,0.08823529411764706,0.20588235294117646,0.7058823529411765,positivo,"eat, good, free, gluten, gluten free, taste, like, product"
B000E63LDS,45,4.377777777777778,0.1111111111111111,0.15555555555555556,0.7333333333333333,positivo,"spice, flavor, chai, like, bengal, taste, bengal spice, cinnamon"
B000E65OQA,46,4.369565217391305,0.10869565217391304,0.1956521739130435,0.6956521739130435,positivo,"tea, sleep, sleepytime, valerian, night, good, extra, like"
B000E8WIAS,65,3.8153846153846156,0.23076923076923078,0.2153846153846154,0.5538461538461539,positivo,"stevia, taste, flavor, like, vanilla, coffee, use, sugar"
B000ED7M2W,48,4.645833333333333,0.041666666666666664,0.14583333333333334,0.8125,positivo,"flaxseed, seed, product, good, great, grind, add, quality"
B000ED7M3Q,46,3.5217391304347827,0.30434782608695654,0.2391304347826087,0.45652173913043476,normal,"taste, free, gluten, bread, gluten free, bean, recipe, like"
B000ED9L9E,62,4.983870967741935,0.0,0.016129032258064516,0.9838709677419355,positivo,"oat, bran, oat bran, good, cereal, eat, like, great"
B000EDBQ6A,33,4.878787878787879,0.0,0.06060606060606061,0.9393939393939394,positivo,"flaxseed, product, good, add, great, cereal, use, taste"
B000EDDS6Q,103,4.58252427184466,0.06796116504854369,0.1553398058252427,0.7766990291262136,positivo,"muesli, good, like, eat, product, cereal, great, taste"
B000EDG3UE,94,4.4361702127659575,0.10638297872340426,0.14893617021276595,0.7446808510638298,positivo,"quinoa, rice, grain, product, cook, eat, good, taste"
B000EDG430,54,4.092592592592593,0.18518518518518517,0.2037037037037037,0.6111111111111112,positivo,"mix, gluten, good, like, free, loaf, taste, gluten free"
B000EDG598,32,4.5,0.09375,0.15625,0.75,positivo,"flour, almond, almond flour, product, use, carb, good, low"
B000EDG5CA,32,4.4375,0.0625,0.25,0.6875,positivo,"protein, whey, product, whey protein, taste, add, powder, like"
B000EDK67K,65,4.3076923076923075,0.12307692307692308,0.2,0.676923076923077,positivo,"mix, taste, use, product, powder, water, yogurt, like"
B000EDK7WO,36,3.9444444444444446,0.2222222222222222,0.1388888888888889,0.6388888888888888,positivo,"bar, good, taste, food, raw, eat, chocolate, like"
B000EEWZF0,56,4.482142857142857,0.07142857142857142,0.21428571428571427,0.7142857142857143,positivo,"good, oil, taste, olive, olive oil, prince, eat, buy"
B000EEWZG4,57,3.8421052631578947,0.24561403508771928,0.17543859649122806,0.5789473684210527,positivo,"salmon, salt, bone, product, good, like, add, buy"
B000EGZ2L2,38,4.105263157894737,0.21052631578947367,0.07894736842105263,0.7105263157894737,positivo,"dog food, canidae, good, eat, love, problem, year, ingredient"
B000EHL21U,40,4.3,0.15,0.1,0.75,positivo,"bar, like, taste, love, eat, good, chewy, kashi"
B000EHP62G,61,4.590163934426229,0.04918032786885246,0.16393442622950818,0.7868852459016393,positivo,"bar, good, taste, kashi, like, chocolate, great, snack"
B000EIVM8C,36,4.111111111111111,0.16666666666666666,0.16666666666666666,0.6666666666666666,positivo,"cooky, breakfast, chocolate, taste, love, order, eat, good"
B000EM6PC6,33,4.2727272727272725,0.12121212121212122,0.18181818181818182,0.696969696969697,positivo,"loose, loose tea, lipton, product, good, bag, try, great"
B000EMD1XW,41,4.195121951219512,0.14634146341463414,0.17073170731707318,0.6829268292682927,positivo,"flavor, like, taste, try, love, good, caramel, vanilla"
B000EONEU0,43,4.186046511627907,0.11627906976744186,0.27906976744186046,0.6046511627906976,positivo,"starter, buy, milk, product, make, try, time, add"
B000EOXQS0,55,4.3090909090909095,0.12727272727272726,0.2,0.6727272727272727,positivo,"soup, cup, great, product, good, water, flavor, noodle"
B000EQT77M,37,3.4594594594594597,0.32432432432432434,0.32432432432432434,0.35135135135135137,normal,"chip, potato, like, sweet, bag, taste, sweet potato, great"
B000EQYSLC,38,3.8157894736842106,0.18421052631578946,0.3157894736842105,0.5,normal,"bag, eat, potato, like, good, love, buy, potato chip"
B000ER6ZRG,41,2.731707317073171,0.5365853658536586,0.21951219512195122,0.24390243902439024,negativo,"biscuit, piece, baby, break, old, choke, month, teethe"
B000ESJR20,64,4.71875,0.046875,0.109375,0.84375,positivo,"instant, good, instant coffee, taste, hagen, organic, cup, mount hagen"
B000ESLJ6C,61,4.311475409836065,0.11475409836065574,0.22950819672131148,0.6557377049180327,positivo,"coffee, pero, postum, drink, taste, like, good, product"
B000ET4SM8,69,4.579710144927536,0.057971014492753624,0.17391304347826086,0.7681159420289855,positivo,"vanilla, vanilla bean, extract, price, order, good, fresh, use"
B000EUF9CK,41,4.2682926829268295,0.12195121951219512,0.17073170731707318,0.7073170731707317,positivo,"dark, good, taste, dark chocolate, bar, like, sweet, black"
B000EVG8H4,109,4.477064220183486,0.07339449541284404,0.1926605504587156,0.7339449541284404,positivo,"mix, gluten, free, good, gluten free, like, bread mix, try"
B000EVKHNA,34,4.529411764705882,0.08823529411764706,0.11764705882352941,0.7941176470588235,positivo,"gluten, free, gluten free, great, recipe, use, work, good"
B000EVMNMI,37,3.3783783783783785,0.35135135135135137,0.1891891891891892,0.4594594594594595,normal,"bag, taste, flavor, like, cola, haribo, candy, buy"
B000EVMNP0,55,3.6545454545454548,0.3090909090909091,0.09090909090909091,0.6,positivo,"candy, bag, great, love, like, raspberry, pound, order"
B000EVOQNC,35,4.0,0.22857142857142856,0.11428571428571428,0.6571428571428571,positivo,"black, black licorice, like, flavor, taste, good, wheel, product"
B000EVOSE4,150,3.8333333333333335,0.24666666666666667,0.16,0.5933333333333334,positivo,"bear, gummi, bag, gummy, good, gummi bear, gummy bear, buy"
B000EVQWKC,103,2.854368932038835,0.4854368932038835,0.20388349514563106,0.3106796116504854,negativo,"eat, sugar, bear, taste, free, good, like, sugar free"
B000EVT042,62,4.048387096774194,0.22580645161290322,0.08064516129032258,0.6935483870967742,positivo,"bear, gummi, bag, good, haribo, candy, gummy, gummi bear"
B000EVT074,37,4.45945945945946,0.05405405405405406,0.24324324324324326,0.7027027027027027,positivo,"peach, candy, bag, like, haribo, gummy, love, buy"
B000EYRHL2,33,4.606060606060606,0.0,0.30303030303030304,0.696969696969697,positivo,"fruit, snack, great, cherry, dry, love, apple, easy"
B000EZOKX4,56,4.214285714285714,0.125,0.23214285714285715,0.6428571428571429,positivo,"evo, cat food, dry, eat, love, feed, like, product"
B000F3OERW,32,4.75,0.0625,0.0,0.9375,positivo,"sesame, snack, great, buy, love, like, sesame seed, seed"
B000F4D5GC,43,4.604651162790698,0.09302325581395349,0.06976744186046512,0.8372093023255814,positivo,"product, great, bag, organic, good, price, buy, taste"
B000F4J746,32,4.8125,0.0,0.125,0.875,positivo,"good, wales, store, taste, prince, prince wales, time, love"
B000F6SNPS,104,3.3846153846153846,0.375,0.10576923076923077,0.5192307692307693,positivo,"good, flavor, taste, box, earth, artificial, good earth, amazon"
B000FA38ZY,74,3.7972972972972974,0.22972972972972974,0.28378378378378377,0.4864864864864865,normal,"cooky, cookie, marshmallow, box, like, eat, mallomar, taste"
B000FAPM2Q,36,4.694444444444445,0.027777777777777776,0.1111111111111111,0.8611111111111112,positivo,"broth, soup, good, product, seasoning, add, great, use"
B000FBM3YK,33,4.242424242424242,0.21212121212121213,0.0,0.7878787878787878,positivo,"cooky, chocolate, sweet, like, box, love, good, sugar"
B000FBMFDO,44,4.409090909090909,0.11363636363636363,0.13636363636363635,0.75,positivo,"hole, tunnel, work, set, box, catch, try, kill"
B000FBOAP0,36,4.5,0.08333333333333333,0.16666666666666666,0.75,positivo,"taste, cooky, box, great, butter, amazon, love, crisp"
B000FBQ594,45,4.022222222222222,0.17777777777777778,0.26666666666666666,0.5555555555555556,positivo,"cooky, like, taste, cookie, eat, buy, filling, fat"
B000FDDESC,46,4.413043478260869,0.08695652173913043,0.21739130434782608,0.6956521739130435,positivo,"mix, good, great, loaf, like, flavor, bake, time"
B000FDDESM,57,4.473684210526316,0.08771929824561403,0.12280701754385964,0.7894736842105263,positivo,"mix, loaf, good, grain, like, great, machine, bake"
B000FDDET6,33,3.696969696969697,0.2727272727272727,0.15151515151515152,0.5757575757575758,positivo,"bread, mix, good, loaf, add, rise, bread mix, machine"
B000FDMLVS,39,4.769230769230769,0.02564102564102564,0.1282051282051282,0.8461538461538461,positivo,"bread, gluten, flour, wheat, use, box, make, recipe"
B000FFIEL2,46,3.717391304347826,0.2391304347826087,0.2608695652173913,0.5,normal,"soup, taste, bean, like, good, great, flavor, add"
B000FFIL92,156,4.019230769230769,0.16025641025641027,0.28846153846153844,0.5512820512820513,positivo,"gift, flower, box, pot, set, great, buy, love"
B000FFLHSY,138,3.4782608695652173,0.3188405797101449,0.2536231884057971,0.427536231884058,normal,"berry, goji, taste, goji berry, product, good, eat, like"
B000FFLHU2,111,3.945945945945946,0.1891891891891892,0.2702702702702703,0.5405405405405406,positivo,"maca, taste, product, like, powder, try, energy, feel"
B000FFLTD2,43,2.7674418604651163,0.5348837209302325,0.20930232558139536,0.2558139534883721,negativo,"thai, soup, pad thai, pad, like, noodle, flavor, taste"
B000FFPXF2,36,4.027777777777778,0.19444444444444445,0.16666666666666666,0.6388888888888888,positivo,"like, pea, great, healthy, split pea, split, taste, good"
B000FFVYF0,38,4.473684210526316,0.10526315789473684,0.10526315789473684,0.7894736842105263,positivo,"nut, good, great, like, snack, taste, sweet, favorite"
B000FI4O90,174,3.82183908045977,0.22413793103448276,0.28735632183908044,0.4885057471264368,normal,"grow, herb, plant, aerogarden, garden, seed, pump, light"
B000FI61OQ,131,3.0610687022900764,0.37404580152671757,0.35877862595419846,0.26717557251908397,negativo,"grow, kit, tomato, herb, plant, seed, garden, aerogarden"
B000FI701Y,41,4.536585365853658,0.0975609756097561,0.0975609756097561,0.8048780487804879,positivo,"bean, taste, great, refrie bean, refrie, easy, buy, good"
B000FICDO8,39,4.82051282051282,0.02564102564102564,0.10256410256410256,0.8717948717948718,positivo,"taste, refrie bean, refrie, good, add, like, try, easy"
B000FIXT2I,56,4.178571428571429,0.14285714285714285,0.23214285714285715,0.625,positivo,"brown, brown rice, bowl, good, product, eat, great, easy"
B000FK63IS,53,4.584905660377358,0.05660377358490566,0.1320754716981132,0.8113207547169812,positivo,"gluten, free, rice, gluten free, tinkyada, good, try, spaghetti"
B000FL08B0,74,4.364864864864865,0.0945945945945946,0.21621621621621623,0.6891891891891891,positivo,"sugar, agave, use, taste, product, bottle, great, syrup"
B000FL3IM6,37,3.972972972972973,0.21621621621621623,0.1891891891891892,0.5945945945945946,positivo,"bean, good, great, flavor, dark, bag, roast, like"
B000FMTJJQ,33,4.303030303030303,0.12121212121212122,0.15151515151515152,0.7272727272727273,positivo,"sugar, agave, product, use, great, honey, raw, light"
B000FMZO8G,84,3.8452380952380953,0.23809523809523808,0.2619047619047619,0.5,normal,"snack, like, bag, taste, eat, pea, buy, love"
B000FNB3AI,88,3.8295454545454546,0.23863636363636365,0.20454545454545456,0.5568181818181818,positivo,"cooky, cookie, good, free, taste, gluten, eat, like"
B000FSPQTM,33,3.3636363636363638,0.36363636363636365,0.2727272727272727,0.36363636363636365,normal,"jerky, like, flavor, product, chew, good, taste, spicy"
B000FYVKRS,36,3.7222222222222223,0.25,0.2222222222222222,0.5277777777777778,positivo,"beef, product, like, taste, good, stick, slim, jerky"
B000G0EP78,46,4.0,0.15217391304347827,0.391304347826087,0.45652173913043476,normal,"product, carb, low, pancake, low carb, good, taste, biscuit"
B000G1PAC6,47,4.085106382978723,0.1276595744680851,0.2978723404255319,0.574468085106383,positivo,"oolong, taste, drink, oolong tea, great, weight, good, like"
B000G6O2S4,37,4.0,0.24324324324324326,0.10810810810810811,0.6486486486486487,positivo,"potato, salt, like, taste, great, potato chip, fat, bag"
B000G6RYNE,128,3.703125,0.2734375,0.1953125,0.53125,positivo,"bag, like, salt, kettle, flavor, good, taste, potato"
B000G82L62,68,4.794117647058823,0.014705882352941176,0.1323529411764706,0.8529411764705882,positivo,"good, blend, wild, great, brown, taste, cook, flavor"
B000GAT6NG,222,4.716216216216216,0.02252252252252252,0.14414414414414414,0.8333333333333334,positivo,"oil, coconut, coconut oil, product, use, skin, great, good"
B000GFYRJE,33,4.545454545454546,0.030303030303030304,0.2727272727272727,0.696969696969697,positivo,"oolong, good, taste, like, chinese, drink, try, oolong tea"
B000GG1O6M,34,3.911764705882353,0.2647058823529412,0.14705882352941177,0.5882352941176471,positivo,"bag, grey, earl, earl grey, good, tea bag, flavor, bergamot"
B000GJQ5C2,37,4.0,0.13513513513513514,0.35135135135135137,0.5135135135135135,positivo,"rum, rum cake, moist, try, great, love, amazon, order"
B000GQ80TQ,37,3.6486486486486487,0.24324324324324326,0.2702702702702703,0.4864864864864865,normal,"dog, bone, chew, love, nylabone, buy, toy, month"
B000GZSDSA,38,3.0526315789473686,0.47368421052631576,0.10526315789473684,0.42105263157894735,negativo,"china, baby, mum, buy, old, food, love, product"
B000GZUBAS,89,4.056179775280899,0.1797752808988764,0.20224719101123595,0.6179775280898876,positivo,"baby, mum, love, product, eat, month, old, china"
